drug_name	drug_type	logFC_TVsS	direction
BMS-690514	Small molecule	2.23	up
CANERTINIB DIHYDROCHLORIDE	Small molecule	2.23	up
CANERTINIB DIHYDROCHLORIDE	Small molecule	2.23	up
CANERTINIB DIHYDROCHLORIDE	Small molecule	2.23	up
PELITINIB	Small molecule	2.23	up
PELITINIB	Small molecule	2.23	up
DULIGOTUZUMAB	Antibody	2.23	up
DULIGOTUZUMAB	Antibody	2.23	up
DULIGOTUZUMAB	Antibody	2.23	up
DULIGOTUZUMAB	Antibody	2.23	up
SAPITINIB	Small molecule	2.23	up
SAPITINIB	Small molecule	2.23	up
SAPITINIB	Small molecule	2.23	up
SAPITINIB	Small molecule	2.23	up
PIMURUTAMAB	Antibody	2.23	up
PELITINIB	Small molecule	2.23	up
PELITINIB	Small molecule	2.23	up
PELITINIB	Small molecule	2.23	up
PELITINIB	Small molecule	2.23	up
PELITINIB	Small molecule	2.23	up
TUXOBERTINIB	Small molecule	2.23	up
TUXOBERTINIB	Small molecule	2.23	up
AEE-788	Small molecule	2.23	up
AEE-788	Small molecule	2.23	up
AEE-788	Small molecule	2.23	up
EPITINIB	Small molecule	2.23	up
EPITINIB	Small molecule	2.23	up
EPITINIB	Small molecule	2.23	up
THELIATINIB	Small molecule	2.23	up
THELIATINIB	Small molecule	2.23	up
MDX-447	Unknown	2.23	up
ALLITINIB	Small molecule	2.23	up
KBP5209	Unknown	2.23	up
TAK-285	Small molecule	2.23	up
TAK-285	Small molecule	2.23	up
CUDC-101	Small molecule	2.23	up
CUDC-101	Small molecule	2.23	up
CUDC-101	Small molecule	2.23	up
CUDC-101	Small molecule	2.23	up
BAFISONTAMAB	Antibody	2.23	up
FALNIDAMOL	Small molecule	2.23	up
FALNIDAMOL	Small molecule	2.23	up
CEP-32496	Small molecule	2.23	up
TOMUZOTUXIMAB	Antibody	2.23	up
AV-412	Small molecule	2.23	up
BAFISONTAMAB	Antibody	2.23	up
SIMOTINIB	Small molecule	2.23	up
CEP-32496	Small molecule	2.23	up
S-222611	Unknown	2.23	up
SIMOTINIB	Small molecule	2.23	up
MAVELERTINIB	Small molecule	2.23	up
JNJ-26483327	Small molecule	2.23	up
JNJ-26483327	Small molecule	2.23	up
AZD-4769	Small molecule	2.23	up
PELABRESIB	Small molecule	2.162	up
PELABRESIB	Small molecule	2.162	up
PELABRESIB	Small molecule	2.162	up
PELABRESIB	Small molecule	2.162	up
PELABRESIB	Small molecule	2.162	up
PELABRESIB	Small molecule	2.162	up
PELABRESIB	Small molecule	2.162	up
PELABRESIB	Small molecule	2.162	up
PELABRESIB	Small molecule	2.162	up
PELABRESIB	Small molecule	2.162	up
APABETALONE	Small molecule	2.162	up
APABETALONE	Small molecule	2.162	up
APABETALONE	Small molecule	2.162	up
APABETALONE	Small molecule	2.162	up
APABETALONE	Small molecule	2.162	up
APABETALONE	Small molecule	2.162	up
APABETALONE	Small molecule	2.162	up
APABETALONE	Small molecule	2.162	up
APABETALONE	Small molecule	2.162	up
MOLIBRESIB	Small molecule	2.162	up
MOLIBRESIB	Small molecule	2.162	up
MOLIBRESIB	Small molecule	2.162	up
BIRABRESIB	Small molecule	2.162	up
BIRABRESIB	Small molecule	2.162	up
BIRABRESIB	Small molecule	2.162	up
BIRABRESIB	Small molecule	2.162	up
BIRABRESIB	Small molecule	2.162	up
BIRABRESIB	Small molecule	2.162	up
BIRABRESIB	Small molecule	2.162	up
BIRABRESIB	Small molecule	2.162	up
BIRABRESIB	Small molecule	2.162	up
RO-6870810	Small molecule	2.162	up
RO-6870810	Small molecule	2.162	up
RO-6870810	Small molecule	2.162	up
RO-6870810	Small molecule	2.162	up
RO-6870810	Small molecule	2.162	up
EZOBRESIB	Small molecule	2.162	up
EZOBRESIB	Small molecule	2.162	up
EZOBRESIB	Small molecule	2.162	up
MIPSAGARGIN	Small molecule	-2.16	down
MIPSAGARGIN	Small molecule	-2.16	down
MIPSAGARGIN	Small molecule	-2.16	down
MIPSAGARGIN	Small molecule	-2.16	down
MIPSAGARGIN	Small molecule	-2.16	down
MIPSAGARGIN	Small molecule	-2.16	down
MIPSAGARGIN	Small molecule	-2.16	down
ISTAROXIME	Small molecule	-2.16	down
MIPSAGARGIN	Small molecule	-2.16	down
ISTAROXIME	Small molecule	-2.16	down
ISTAROXIME	Small molecule	-2.16	down
ISTAROXIME	Small molecule	-2.16	down
ISTAROXIME	Small molecule	-2.16	down
MIPSAGARGIN	Small molecule	-2.154	down
MIPSAGARGIN	Small molecule	-2.154	down
MIPSAGARGIN	Small molecule	-2.154	down
MIPSAGARGIN	Small molecule	-2.154	down
MIPSAGARGIN	Small molecule	-2.154	down
MIPSAGARGIN	Small molecule	-2.154	down
MIPSAGARGIN	Small molecule	-2.154	down
MIPSAGARGIN	Small molecule	-2.154	down
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
OCRIPLASMIN	Protein	2.128	up
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN HYDROCHLORIDE	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
METFORMIN	Small molecule	-2.1	down
ME-344	Small molecule	-2.1	down
ME-344	Small molecule	-2.1	down
ME-344	Small molecule	-2.1	down
ME-344	Small molecule	-2.1	down
OCRIPLASMIN	Protein	2.083	up
OCRIPLASMIN	Protein	2.083	up
OCRIPLASMIN	Protein	2.083	up
OCRIPLASMIN	Protein	2.083	up
OCRIPLASMIN	Protein	2.083	up
OCRIPLASMIN	Protein	2.083	up
OCRIPLASMIN	Protein	2.083	up
OCRIPLASMIN	Protein	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
OCRIPLASMIN	Protein	2.083	up
OCRIPLASMIN	Protein	2.083	up
OCRIPLASMIN	Protein	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Enzyme	2.083	up
SIGVOTATUG VEDOTIN	Antibody drug conjugate	2.083	up
SIGVOTATUG VEDOTIN	Antibody drug conjugate	2.083	up
SIGVOTATUG VEDOTIN	Antibody drug conjugate	2.083	up
ABITUZUMAB	Antibody	2.083	up
ABITUZUMAB	Antibody	2.083	up
ABITUZUMAB	Antibody	2.083	up
ABITUZUMAB	Antibody	2.083	up
ABITUZUMAB	Antibody	2.083	up
ABITUZUMAB	Antibody	2.083	up
STX-100	Unknown	2.083	up
STX-100	Unknown	2.083	up
ABITUZUMAB	Antibody	2.083	up
ABITUZUMAB	Antibody	2.083	up
SIGVOTATUG	Antibody	2.083	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE HYCLATE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
DOXYCYCLINE	Small molecule	2.077	up
REBIMASTAT	Small molecule	2.077	up
REBIMASTAT	Small molecule	2.077	up
REBIMASTAT	Small molecule	2.077	up
REBIMASTAT	Small molecule	2.077	up
REBIMASTAT	Small molecule	2.077	up
REBIMASTAT	Small molecule	2.077	up
REBIMASTAT	Small molecule	2.077	up
CTS-1027	Small molecule	2.077	up
CTS-1027	Small molecule	2.077	up
DOXYCYCLINE CALCIUM	Small molecule	2.077	up
EMRICASAN	Small molecule	2.054	up
EMRICASAN	Small molecule	2.054	up
EMRICASAN	Small molecule	2.054	up
EMRICASAN	Small molecule	2.054	up
EMRICASAN	Small molecule	2.054	up
EMRICASAN	Small molecule	2.054	up
EMRICASAN	Small molecule	2.054	up
EMRICASAN	Small molecule	2.054	up
VOLANESORSEN	Oligonucleotide	-2.016	down
VOLANESORSEN	Oligonucleotide	-2.016	down
VOLANESORSEN	Oligonucleotide	-2.016	down
VOLANESORSEN	Oligonucleotide	-2.016	down
VOLANESORSEN	Oligonucleotide	-2.016	down
VOLANESORSEN	Oligonucleotide	-2.016	down
OLEZARSEN	Oligonucleotide	-2.016	down
OLEZARSEN	Oligonucleotide	-2.016	down
OLEZARSEN	Oligonucleotide	-2.016	down
OLEZARSEN	Oligonucleotide	-2.016	down
OLEZARSEN	Oligonucleotide	-2.016	down
VOLANESORSEN SODIUM	Oligonucleotide	-2.016	down
PETESICATIB	Small molecule	2.01	up
PETESICATIB	Small molecule	2.01	up
PETESICATIB	Small molecule	2.01	up
PETESICATIB	Small molecule	2.01	up
PETESICATIB	Small molecule	2.01	up
CEDAZURIDINE	Small molecule	2.004	up
CEDAZURIDINE	Small molecule	2.004	up
CEDAZURIDINE	Small molecule	2.004	up
CEDAZURIDINE	Small molecule	2.004	up
CEDAZURIDINE	Small molecule	2.004	up
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
METFORMIN	Small molecule	-1.931	down
