Gen	Fármaco	Tipo interacción	Score	log2FC	FDR	Dirección DE
ALDH1A1	CARBOPLATIN	NA	0.003	-1.601	0.025	down
ALDH1A1	DOXEPIN HYDROCHLORIDE	NA	0.003	-1.601	0.025	down
ALDH1A1	AMITRIPTYLINE HYDROCHLORIDE	NA	0.003	-1.601	0.025	down
ALDH1A1	MERCAPTOPURINE	NA	0.003	-1.601	0.025	down
ALDH1A1	MASOPROCOL	NA	0.003	-1.601	0.025	down
ALDH1A1	RALOXIFENE HYDROCHLORIDE	NA	0.002	-1.601	0.025	down
ALDH1A1	CHEMBL:CHEMBL429095	NA	0.002	-1.601	0.025	down
ALDH1A1	NIFEDIPINE	NA	0.002	-1.601	0.025	down
ALDH1A1	PROGESTERONE	NA	0.002	-1.601	0.025	down
ALDH1A1	RISPERIDONE	inhibitor	0.002	-1.601	0.025	down
ALDH1A1	HALOPERIDOL DECANOATE	inhibitor	0.002	-1.601	0.025	down
ALDH1A1	QUERCETIN	NA	0.001	-1.601	0.025	down
ALDH1A1	DEHYDRATED ALCOHOL	NA	0.001	-1.601	0.025	down
ALDH1A1	SP-600125	NA	0.001	-1.601	0.025	down
ALDH1A1	CLOZAPINE	inhibitor	0.001	-1.601	0.025	down
ALDH1A1	CISPLATIN	NA	0.001	-1.601	0.025	down
LGALS1	DAVANAT	inhibitor	26.102	-1.597	0.035	down
LONP1	COMPOUND 12D [PMID: 33821636]	inhibitor	52.204	-1.584	0.012	down
CMPK1	LAMIVUDINE	NA	2.175	-1.584	0.019	down
CASP6	METHYLERGONOVINE MALEATE	NA	0.621	1.579	0.024	up
CASP6	CHEMBL:CHEMBL1370674	NA	0.621	1.579	0.024	up
CASP6	CHEMBL:CHEMBL176599	NA	0.466	1.579	0.024	up
CASP6	ALOSETRON HYDROCHLORIDE	NA	0.373	1.579	0.024	up
CASP6	ROEMERINE	NA	0.373	1.579	0.024	up
CASP6	CHEMBL:CHEMBL478754	NA	0.373	1.579	0.024	up
CASP6	PAPAVERINE HYDROCHLORIDE	NA	0.311	1.579	0.024	up
CASP6	METHYSERGIDE MALEATE	NA	0.311	1.579	0.024	up
CASP6	3-HYDROXYANTHRANILIC ACID	NA	0.311	1.579	0.024	up
CASP6	GAMMA-LINOLENIC ACID	NA	0.311	1.579	0.024	up
CASP6	CHEMBL:CHEMBL1210769	NA	0.233	1.579	0.024	up
CASP6	CHEMBL:CHEMBL179611	NA	0.233	1.579	0.024	up
CASP6	CHEMBL:CHEMBL591137	NA	0.233	1.579	0.024	up
CASP6	CHEMBL:CHEMBL139935	NA	0.169	1.579	0.024	up
CASP6	EMRICASAN	inhibitor	0.143	1.579	0.024	up
CASP6	CHEMBL:CHEMBL258756	NA	0.143	1.579	0.024	up
CASP6	NITROXOLINE	NA	0.143	1.579	0.024	up
CASP6	EUPAFOLIN	NA	0.117	1.579	0.024	up
CASP6	STICTIC ACID	NA	0.104	1.579	0.024	up
CASP6	CHEMBL:CHEMBL515505	NA	0.081	1.579	0.024	up
CASP6	CHEMBL:CHEMBL1601846	NA	0.081	1.579	0.024	up
CASP6	THIMEROSAL	NA	0.081	1.579	0.024	up
CASP6	PYROGALLOL RED	NA	0.075	1.579	0.024	up
CASP6	METHYLDOPA ANHYDROUS	NA	0.06	1.579	0.024	up
CASP6	CHEMBL:CHEMBL505670	NA	0.053	1.579	0.024	up
CASP6	PURPUROGALLIN	NA	0.052	1.579	0.024	up
CASP6	METHYLENE BLUE ANHYDROUS	NA	0.05	1.579	0.024	up
CASP6	MYRICETIN	NA	0.047	1.579	0.024	up
UBE2N	ASN06356088	NA	2.088	-1.566	0.016	down
UBE2N	SPERMINE TETRAHYDROCHLORIDE	NA	2.088	-1.566	0.016	down
UBE2N	NARINGIN	NA	0.696	-1.566	0.016	down
UBE2N	IMIDOCARB DIPROPIONATE	NA	0.696	-1.566	0.016	down
UBE2N	CHEMBL:CHEMBL532452	NA	0.696	-1.566	0.016	down
UBE2N	CHEMBL:CHEMBL591404	NA	0.696	-1.566	0.016	down
UBE2N	SPHINGOSINE	NA	0.696	-1.566	0.016	down
UBE2N	HYDROXYSTILBAMIDINE ISETHIONATE	NA	0.418	-1.566	0.016	down
UBE2N	CHEMBL:CHEMBL548017	NA	0.418	-1.566	0.016	down
UBE2N	AMINODIMETHOXYQUINAZOLINYLPIPERAZINE	NA	0.348	-1.566	0.016	down
UBE2N	METHYLBENZETHONIUM CHLORIDE	NA	0.348	-1.566	0.016	down
UBE2N	DIHYDROSPHINGOSINE	NA	0.348	-1.566	0.016	down
UBE2N	TEGASEROD MALEATE	NA	0.348	-1.566	0.016	down
UBE2N	CHEMBL:CHEMBL581880	NA	0.348	-1.566	0.016	down
UBE2N	CHEMBL:CHEMBL1448793	NA	0.261	-1.566	0.016	down
UBE2N	THONZONIUM BROMIDE	NA	0.232	-1.566	0.016	down
UBE2N	CHEMBL:CHEMBL1534034	NA	0.209	-1.566	0.016	down
UBE2N	AKT INHIBITOR IV	NA	0.19	-1.566	0.016	down
UBE2N	CHEMBL:CHEMBL86464	NA	0.174	-1.566	0.016	down
UBE2N	ALEXIDINE HYDROCHLORIDE	NA	0.123	-1.566	0.016	down
UBE2N	CHLORHEXIDINE GLUCONATE	NA	0.11	-1.566	0.016	down
UBE2N	CALMIDAZOLIUM CHLORIDE	NA	0.104	-1.566	0.016	down
UBE2N	FLUPHENAZINE HYDROCHLORIDE	NA	0.095	-1.566	0.016	down
UBE2N	PERPHENAZINE	NA	0.08	-1.566	0.016	down
UBE2N	RALOXIFENE HYDROCHLORIDE	NA	0.042	-1.566	0.016	down
CTSL	GALLINAMIDE A	NA	26.102	1.559	0.041	up
CTSL	KGP94	NA	6.525	1.559	0.041	up
CTSL	THERAPEUTIC HORMONE	NA	0.593	1.559	0.041	up
CTSL	BORTEZOMIB	NA	0.307	1.559	0.041	up
CFI	RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA 1	NA	4.972	-1.55	0.005	down
NDUFA10	NV-128	inhibitor	0.348	-1.526	0.032	down
NDUFA10	ME-344	inhibitor	0.341	-1.526	0.032	down
NDUFA10	METFORMIN HYDROCHLORIDE	inhibitor	0.311	-1.526	0.032	down
APOH	UDM-001651	inhibitor	5.22	-1.518	0.011	down
APOH	P4PAL-10	inhibitor	5.22	-1.518	0.011	down
APOH	GYPGKF-NH2	agonist	5.22	-1.518	0.011	down
APOH	RAG8	inhibitor	5.22	-1.518	0.011	down
APOH	AYPGKF-NH2	agonist	5.22	-1.518	0.011	down
APOH	YD-3	inhibitor	5.22	-1.518	0.011	down
APOH	GYPGQV-NH2	agonist	5.22	-1.518	0.011	down
APOH	ML354	inhibitor	5.22	-1.518	0.011	down
APOH	BMS-986120	inhibitor	5.22	-1.518	0.011	down
APOH	BMS-986141	inhibitor	2.61	-1.518	0.011	down
MAT2A	AG-270	NA	52.204	1.515	0.009	up
CNN1	COMPOUND 2E [PMID: 31900320]	inhibitor	7.458	-1.509	0.05	down
CNN1	A-908292	inhibitor	7.458	-1.509	0.05	down
CNN1	COMPOUND 21 [PMID: 23981033]	inhibitor	3.729	-1.509	0.05	down
CNN1	TOFA	inhibitor	3.729	-1.509	0.05	down
CNN1	CP-640186	inhibitor	3.729	-1.509	0.05	down
CNN1	FIRSOCOSTAT	modulator	1.864	-1.509	0.05	down
CNN1	CLESACOSTAT	inhibitor	1.864	-1.509	0.05	down
ALDH1B1	[3H]BQ123	inhibitor	1.864	-1.506	0.031	down
ALDH1B1	[125I]SARAFOTOXIN S6B	agonist	1.864	-1.506	0.031	down
ALDH1B1	EDONENTAN ANHYDROUS	inhibitor	1.864	-1.506	0.031	down
ALDH1B1	PD-156707	inhibitor	1.864	-1.506	0.031	down
ALDH1B1	[125I]PD164333	inhibitor	1.864	-1.506	0.031	down
ALDH1B1	[3H]S0139	inhibitor	1.864	-1.506	0.031	down
ALDH1B1	PD164333	inhibitor	1.864	-1.506	0.031	down
ALDH1B1	[125I]PD151242	inhibitor	1.864	-1.506	0.031	down
ALDH1B1	[125I]ET-2 (HUMAN)	agonist	1.864	-1.506	0.031	down
ALDH1B1	SARAFOTOXIN S6B	agonist	1.864	-1.506	0.031	down
ALDH1B1	SB234551	inhibitor	1.864	-1.506	0.031	down
ALDH1B1	BQ123	inhibitor	1.864	-1.506	0.031	down
ALDH1B1	[18F]ET-1 (HUMAN, MOUSE, RAT)	agonist	1.864	-1.506	0.031	down
ALDH1B1	ENDOTHELIN-2	agonist	1.864	-1.506	0.031	down
ALDH1B1	[125I]ET-1 (HUMAN, MOUSE, RAT)	agonist	0.932	-1.506	0.031	down
ALDH1B1	BMS-193884	inhibitor	0.932	-1.506	0.031	down
ALDH1B1	ZIBOTENTAN	inhibitor	0.932	-1.506	0.031	down
ALDH1B1	AVOSENTAN	inhibitor	0.932	-1.506	0.031	down
ALDH1B1	ENDOTHELIN-1	agonist	0.621	-1.506	0.031	down
ALDH1B1	CLAZOSENTAN	inhibitor	0.621	-1.506	0.031	down
ALDH1B1	DARUSENTAN	inhibitor	0.621	-1.506	0.031	down
ALDH1B1	FR139317	inhibitor	0.621	-1.506	0.031	down
ALDH1B1	SITAXENTAN	inhibitor	0.621	-1.506	0.031	down
ALDH1B1	MACITENTAN	inhibitor	0.466	-1.506	0.031	down
ALDH1B1	APROCITENTAN	inhibitor	0.466	-1.506	0.031	down
ALDH1B1	ATRASENTAN	inhibitor	0.466	-1.506	0.031	down
ALDH1B1	SPARSENTAN	inhibitor	0.373	-1.506	0.031	down
ALDH1B1	AMBRISENTAN	inhibitor	0.373	-1.506	0.031	down
ETFDH	METHYLPHENIDATE HYDROCHLORIDE	NA	2.27	-1.497	0.028	down
GRN	ANTI-ILT7 ANTIBODY	antibody	52.204	1.495	0.029	up
GOLGA1	DNA-PK INHIBITOR V	inhibitor	3.48	1.489	0.03	up
GOLGA1	NU-7026	inhibitor	3.48	1.489	0.03	up
GOLGA1	LARTESERTIB	inhibitor	1.74	1.489	0.03	up
GOLGA1	PEPOSERTIB	inhibitor	1.74	1.489	0.03	up
GOLGA1	NU-7441	inhibitor	1.16	1.489	0.03	up
GOLGA1	XRD-0394	inhibitor	0.87	1.489	0.03	up
GOLGA1	BAY-8400	inhibitor	0.87	1.489	0.03	up
GOLGA1	PIK-75	inhibitor	0.696	1.489	0.03	up
GOLGA1	AZD7648	inhibitor	0.696	1.489	0.03	up
GOLGA1	COMPOUND 82 [PMID: 21332118]	inhibitor	0.497	1.489	0.03	up
GOLGA1	TORIN 2	inhibitor	0.497	1.489	0.03	up
GOLGA1	PI-103	inhibitor	0.497	1.489	0.03	up
GOLGA1	KU-0060648	inhibitor	0.497	1.489	0.03	up
GOLGA1	WORTMANNIN	inhibitor	0.435	1.489	0.03	up
GOLGA1	PP-121	inhibitor	0.29	1.489	0.03	up
ALDH3A2	F2L-[125I]TYR	agonist	5.8	-1.487	0.033	down
ALDH3A2	F2L	agonist	5.8	-1.487	0.033	down
ALDH3A2	WRWWWW	inhibitor	2.9	-1.487	0.033	down
ALDH3A2	HUMANIN	agonist	2.9	-1.487	0.033	down
ALDH3A2	HP(2-20)	agonist	2.9	-1.487	0.033	down
ALDH3A2	FMET-MET-TYR-ALA-LEU-PHE	agonist	1.933	-1.487	0.033	down
ALDH3A2	ANNEXIN I-(2-26)	agonist	1.933	-1.487	0.033	down
ALDH3A2	WKYMVM	agonist	1.933	-1.487	0.033	down
ALDH3A2	DISULFIRAM	NA	0.135	-1.487	0.033	down
PNP	FORODESINE HYDROCHLORIDE	inhibitor	34.803	1.485	0.004	up
PNP	ULODESINE	inhibitor	17.401	1.485	0.004	up
PNP	PELDESINE	NA	8.701	1.485	0.004	up
PNP	FORODESINE	NA	8.701	1.485	0.004	up
PNP	GUANOSINE	NA	8.701	1.485	0.004	up
CPOX	GIVOSIRAN	NA	34.803	1.481	0.014	up
AKR1C2	URSODIOL	NA	3.263	-1.48	0.023	down
RTN4	ATI-355	NA	20.882	-1.468	0.042	down
RTN4	OZANEZUMAB	inhibitor	10.441	-1.468	0.042	down
RTN4	ATINUMAB	inhibitor	10.441	-1.468	0.042	down
RTN4	HYPERBARIC OXYGEN	NA	4.176	-1.468	0.042	down
RTN4	ANTISENSE OLIGONUCLEOTIDES	NA	0.633	-1.468	0.042	down
VCAN	EXAMPLE 15 [WO2015079413]	inhibitor	26.102	1.467	0.005	up
VCAN	CYCLOSPORINE	NA	0.6	1.467	0.005	up
ANK2	CBOBNEA	agonist	1.411	-1.465	0.033	down
ANK2	AAE-M-PBP-AMINE	agonist	1.411	-1.465	0.033	down
ANK2	DIFLUOROAGOMELATINE	agonist	1.411	-1.465	0.033	down
ANK2	2-METHOXY-&ALPHA;,&BETA;-DIDEHYDRO-AGOMELATINE	agonist	1.411	-1.465	0.033	down
ANK2	S24773	agonist	0.705	-1.465	0.033	down
ANK2	S26284	agonist	0.705	-1.465	0.033	down
ANK2	UCM 549	inhibitor	0.705	-1.465	0.033	down
ANK2	UCM 793	agonist	0.705	-1.465	0.033	down
ANK2	S20928	inhibitor	0.705	-1.465	0.033	down
ANK2	LY 156735	agonist	0.705	-1.465	0.033	down
ANK2	GR 196429	agonist	0.705	-1.465	0.033	down
ANK2	GR 128107	agonist	0.705	-1.465	0.033	down
ANK2	EFPPEA	agonist	0.705	-1.465	0.033	down
ANK2	S24014	agonist	0.705	-1.465	0.033	down
ANK2	ICOA-13	agonist	0.705	-1.465	0.033	down
ANK2	UCSF4226	agonist	0.705	-1.465	0.033	down
ANK2	S22153	inhibitor	0.705	-1.465	0.033	down
ANK2	UCSF7447	agonist	0.705	-1.465	0.033	down
ANK2	4P-PDOT	inhibitor	0.705	-1.465	0.033	down
ANK2	UCM 724	inhibitor	0.705	-1.465	0.033	down
ANK2	[125I]SD6	agonist	0.705	-1.465	0.033	down
ANK2	IIK7	agonist	0.705	-1.465	0.033	down
ANK2	UCM1341	agonist	0.705	-1.465	0.033	down
ANK2	UCSF3384	agonist	0.705	-1.465	0.033	down
ANK2	S26131	inhibitor	0.705	-1.465	0.033	down
ANK2	5-HEAT	agonist	0.705	-1.465	0.033	down
ANK2	2-[125I]MELATONIN	agonist	0.705	-1.465	0.033	down
ANK2	K185	inhibitor	0.705	-1.465	0.033	down
ANK2	RAMELTEON	agonist	0.353	-1.465	0.033	down
ANK2	TASIMELTEON	agonist	0.353	-1.465	0.033	down
ANK2	AZD7325	inhibitor	0.282	-1.465	0.033	down
ANK2	6-HYDROXYMELATONIN	agonist	0.235	-1.465	0.033	down
ANK2	N-[2-(2-IODO-5-METHOXY-1H-INDOL-3-YL)ETHYL]ACETAMIDE	agonist	0.235	-1.465	0.033	down
ANK2	LUZINDOLE	inhibitor	0.202	-1.465	0.033	down
ANK2	6-CL-MLT	agonist	0.202	-1.465	0.033	down
ANK2	AGOMELATINE	agonist	0.176	-1.465	0.033	down
ANK2	MELATONIN	agonist	0.049	-1.465	0.033	down
PPP1CA	CANTHARIDIN	inhibitor	5.8	1.459	0.029	up
PPP1CA	DEMETHYL-CANTHARIDIN	NA	4.35	1.459	0.029	up
PPP1CA	MICROCYSTIN-LR	inhibitor	4.35	1.459	0.029	up
PPP1CA	CALYCULIN A	inhibitor	2.9	1.459	0.029	up
PPP1CA	OKADAIC ACID	inhibitor	2.9	1.459	0.029	up
PPP1CA	CHEMBL:CHEMBL1503729	NA	0.967	1.459	0.029	up
XPNPEP3	TOSEDOSTAT	inhibitor	2.61	1.454	0.031	up
CYB5A	BIX 02565	inhibitor	10.441	-1.453	0.006	down
CYB5A	FMK	inhibitor	10.441	-1.453	0.006	down
CYB5A	BI-D1870	inhibitor	1.492	-1.453	0.006	down
CYB5A	COMPOUND 25B [PMID: 22564207]	inhibitor	1.305	-1.453	0.006	down
CYB5A	COMPOUND 8H [PMID: 22765894]	inhibitor	0.949	-1.453	0.006	down
PDHX	AUTOANTIGEN	NA	17.401	-1.449	0.044	down
PDHX	ANTIOXIDANT	NA	2.486	-1.449	0.044	down
CTBS	CHELERYTHRINE	inhibitor	3.263	1.445	0.04	up
CTBS	RASGRP ACTIVATOR 1	activator	2.175	1.445	0.04	up
CTBS	Y27632	inhibitor	1.631	1.445	0.04	up
CTBS	10-ME-APLOG-1	activator	0.932	1.445	0.04	up
CTBS	7-HYDROXYSTAUROSPORINE	inhibitor	0.502	1.445	0.04	up
CTBS	BALANOL	inhibitor	0.502	1.445	0.04	up
CTBS	INGENOL MEBUTATE	activator	0.408	1.445	0.04	up
CTBS	SOTRASTAURIN	inhibitor	0.107	1.445	0.04	up
PTPRF	ERLOTINIB HYDROCHLORIDE	NA	17.401	1.437	0.041	up
ARG1	CHEMBL:CHEMBL1099167	NA	4.972	1.437	0.041	up
ARG1	CHEMBL:CHEMBL1099168	NA	4.972	1.437	0.041	up
ARG1	RA-2	inhibitor	2.486	1.437	0.041	up
ARG1	P05	blocker	1.243	1.437	0.041	up
ARG1	CYPPA	activator	1.243	1.437	0.041	up
ARG1	DC-EBIO	activator	0.829	1.437	0.041	up
ARG1	APAMIN	inhibitor	0.829	1.437	0.041	up
ARG1	NS8593	inhibitor	0.829	1.437	0.041	up
ARG1	LEIUROTOXIN I	blocker	0.829	1.437	0.041	up
ARG1	LEI-DAB7	blocker	0.829	1.437	0.041	up
ARG1	UCL1684	inhibitor	0.829	1.437	0.041	up
ARG1	EBIO	activator	0.621	1.437	0.041	up
ARG1	SKA-31	activator	0.621	1.437	0.041	up
ARG1	NS309	activator	0.621	1.437	0.041	up
ARG1	SILDENAFIL	NA	0.452	1.437	0.041	up
ARG1	GLYCEROL PHENYLBUTYRATE	NA	0.414	1.437	0.041	up
ARG1	TROPICAMIDE	blocker	0.226	1.437	0.041	up
ARG1	DEQUALINIUM	blocker	0.155	1.437	0.041	up
ARG1	TETRAMETHYLAMMONIUM	blocker	0.138	1.437	0.041	up
ARG1	RILUZOLE	activator	0.108	1.437	0.041	up
ARG1	CA2+	activator	0.062	1.437	0.041	up
ATIC	PEMETREXED DISODIUM	NA	1.606	1.434	0.016	up
ATIC	FOLIC ACID	NA	0.87	1.434	0.016	up
ATIC	IMATINIB	NA	0.29	1.434	0.016	up
ATIC	CYCLOSPORINE	NA	0.24	1.434	0.016	up
ATIC	METHOTREXATE	NA	0.19	1.434	0.016	up
S100A10	THERAPEUTIC GONADOTROPIN	NA	7.458	-1.431	0.035	down
S100A10	DEXAMETHASONE	NA	0.614	-1.431	0.035	down
REEP5	SERTRALINE HYDROCHLORIDE	NA	1.305	-1.429	0.037	down
REEP5	PAROXETINE HYDROCHLORIDE, HEMIHYDRATE	NA	1.044	-1.429	0.037	down
REEP5	FLUOXETINE HYDROCHLORIDE	NA	0.932	-1.429	0.037	down
REEP5	CITALOPRAM	NA	0.746	-1.429	0.037	down
SF3B2	CHEMBL:CHEMBL1221944	NA	34.803	1.427	0.016	up
NME2	ADEFOVIR DIPIVOXIL	NA	1.16	1.424	0.02	up
NME2	ZIDOVUDINE	NA	0.773	1.424	0.02	up
NME2	TENOFOVIR	NA	0.746	1.424	0.02	up
NME2	LAMIVUDINE	NA	0.435	1.424	0.02	up
NME2	PROGESTERONE	NA	0.354	1.424	0.02	up
LAP3	TOSEDOSTAT	inhibitor	2.61	1.411	0.033	up
ATP1A1	ALMITRINE	NA	10.441	-1.404	0.05	down
APOD	SCH-79797	inhibitor	6.525	-1.404	0.01	down
APOD	F16357	agonist	6.525	-1.404	0.01	down
APOD	TFLLR-NH2	agonist	6.525	-1.404	0.01	down
APOD	[3H]HATRAP	agonist	6.525	-1.404	0.01	down
APOD	RWJ-56110	inhibitor	6.525	-1.404	0.01	down
ATP1A1	PHTX-11	inhibitor	3.48	-1.404	0.05	down
ATP1A1	ALUMINUM	NA	3.48	-1.404	0.05	down
ATP1A1	EPLERENONE	NA	3.48	-1.404	0.05	down
APOD	ATOPAXAR	inhibitor	3.263	-1.404	0.01	down
APOD	VORAPAXAR	inhibitor	1.631	-1.404	0.01	down
ATP1A1	ACETYLDIGITOXIN	inhibitor	1.547	-1.404	0.05	down
ATP1A1	DESLANOSIDE	inhibitor	1.392	-1.404	0.05	down
ATP1A1	OUABAIN	NA	1.16	-1.404	0.05	down
ATP1A1	LUMEFANTRINE	NA	0.87	-1.404	0.05	down
ATP1A1	ISTAROXIME	inhibitor	0.773	-1.404	0.05	down
ATP1A1	ARTEMETHER	NA	0.696	-1.404	0.05	down
ATP1A1	BEPRIDIL	NA	0.58	-1.404	0.05	down
ATP1A1	DIGITOXIN	inhibitor	0.55	-1.404	0.05	down
APOD	RETINOIC ACID AGENT	NA	0.421	-1.404	0.01	down
ATP1A1	DIGOXIN	inhibitor	0.307	-1.404	0.05	down
ATP1A1	CHLOROPROCAINE	NA	0.268	-1.404	0.05	down
ATP1A1	LANATOSIDE C	inhibitor	0.232	-1.404	0.05	down
RPL12	DORLIMOMAB ARITOX	inhibitor	0.131	1.404	0.041	up
RPL12	EXALUREN	modulator	0.131	1.404	0.041	up
RPL12	MT-3724	inhibitor	0.129	1.404	0.041	up
RPL12	ATALUREN	modulator	0.127	1.404	0.041	up
RPL12	CYCLOHEXIMIDE	inhibitor	0.11	1.404	0.041	up
HSPA8	CHEMBL:CHEMBL487046	NA	3.263	1.4	0.005	up
HSPA8	FORIGERIMOD ACETATE	inhibitor	3.263	1.4	0.005	up
HSPA8	CHEMBL:CHEMBL471004	NA	1.631	1.4	0.005	up
HSPA8	CHEMBL:CHEMBL502775	NA	1.631	1.4	0.005	up
HSPA8	ADP	NA	0.466	1.4	0.005	up
HSPA8	CHEMBL:CHEMBL1481974	NA	0.408	1.4	0.005	up
HSPA8	BUPIVACAINE	NA	0.384	1.4	0.005	up
HSPA8	ANTIBIOTIC	NA	0.384	1.4	0.005	up
HSPA8	ADENOSINE TRIPHOSPHATE	NA	0.192	1.4	0.005	up
HSPA8	ACETAMINOPHEN	NA	0.125	1.4	0.005	up
HSPA8	ELLAGIC ACID	NA	0.117	1.4	0.005	up
HSPA8	HEXACHLOROPHENE	NA	0.08	1.4	0.005	up
HSPA8	DEXAMETHASONE	NA	0.077	1.4	0.005	up
HSPA8	CYCLOSPORINE	NA	0.075	1.4	0.005	up
HSPA8	TRETINOIN	NA	0.072	1.4	0.005	up
HSPA8	CISPLATIN	NA	0.044	1.4	0.005	up
SERPINA6	PARAMETHASONE	NA	6.525	-1.397	0.015	down
SERPINA6	ALCLOMETASONE	NA	3.263	-1.397	0.015	down
SERPINA6	CICLESONIDE	NA	3.263	-1.397	0.015	down
SERPINA6	RIMEXOLONE	NA	1.305	-1.397	0.015	down
SERPINA6	BECLOMETHASONE	NA	0.544	-1.397	0.015	down
SERPINA6	TRIAMCINOLONE	NA	0.284	-1.397	0.015	down
SERPINA6	DAUNORUBICIN LIPOSOMAL	NA	0.143	-1.397	0.015	down
SERPINA6	DOXORUBICIN HYDROCHLORIDE	NA	0.088	-1.397	0.015	down
SIRT5	CHEMBL:CHEMBL578329	NA	6.525	-1.396	0.019	down
SIRT5	COMPOUND 2 [MAURER ET AL., 2012]	inhibitor	6.525	-1.396	0.019	down
SIRT5	CHEMBL:CHEMBL477936	NA	0.932	-1.396	0.019	down
SIRT5	CEFIXIME ANHYDROUS	NA	0.593	-1.396	0.019	down
SIRT5	SURAMIN	NA	0.515	-1.396	0.019	down
SIRT5	N-OLEOYLDOPAMINE	NA	0.363	-1.396	0.019	down
SIRT5	GW7647	NA	0.218	-1.396	0.019	down
SIRT5	PANOBINOSTAT	inhibitor	0.204	-1.396	0.019	down
OSGEP	FLUOROURACIL	NA	0.45	1.379	0.028	up
OSGEP	CISPLATIN	NA	0.355	1.379	0.028	up
CPT2	SC-58125	inhibitor	1.111	-1.377	0.009	down
CPT2	COMPOUND 10 [PMID: 34279934]	inhibitor	1.111	-1.377	0.009	down
CPT2	COMPOUND 9 [KUMAR ET AL., 2019]	inhibitor	1.111	-1.377	0.009	down
CPT2	HR1405-01	inhibitor	1.111	-1.377	0.009	down
CPT2	NS-398	inhibitor	1.111	-1.377	0.009	down
CPT2	GW406381	inhibitor	0.555	-1.377	0.009	down
CPT2	ETORICOXIB	inhibitor	0.555	-1.377	0.009	down
CPT2	PEPTIDE 30 [PMID: 27019010]	inhibitor	0.555	-1.377	0.009	down
CPT2	TIGEMOCOXIB	inhibitor	0.555	-1.377	0.009	down
CPT2	COMPOUND 12A [PMID: 29031075]	inhibitor	0.555	-1.377	0.009	down
CPT2	FK-881	inhibitor	0.555	-1.377	0.009	down
CPT2	CARPROFEN	inhibitor	0.555	-1.377	0.009	down
CPT2	SC-236	inhibitor	0.555	-1.377	0.009	down
CPT2	(S)-ARN2508	inhibitor	0.37	-1.377	0.009	down
CPT2	VALDECOXIB	inhibitor	0.37	-1.377	0.009	down
CPT2	SWE101	inhibitor	0.37	-1.377	0.009	down
CPT2	(R)-ARN2508	inhibitor	0.37	-1.377	0.009	down
CPT2	PERHEXILINE	NA	0.317	-1.377	0.009	down
CPT2	ETODOLAC	inhibitor	0.278	-1.377	0.009	down
CPT2	ESFLURBIPROFEN	inhibitor	0.278	-1.377	0.009	down
CPT2	SUPROFEN	inhibitor	0.278	-1.377	0.009	down
CPT2	SC-560	inhibitor	0.278	-1.377	0.009	down
CPT2	OXAPROZIN	inhibitor	0.185	-1.377	0.009	down
CPT2	LUMIRACOXIB	inhibitor	0.185	-1.377	0.009	down
CPT2	NAPROXCINOD	inhibitor	0.185	-1.377	0.009	down
CPT2	MECLOFENAMATE	inhibitor	0.159	-1.377	0.009	down
CPT2	KETOPROFEN	inhibitor	0.159	-1.377	0.009	down
CPT2	LEVOCARNITINE PROPIONATE	NA	0.139	-1.377	0.009	down
CPT2	MELOXICAM	inhibitor	0.139	-1.377	0.009	down
CPT2	BENZQUINAMIDE	inhibitor	0.139	-1.377	0.009	down
CPT2	KETOROLAC TROMETHAMINE	inhibitor	0.139	-1.377	0.009	down
CPT2	FLURBIPROFEN	inhibitor	0.139	-1.377	0.009	down
CPT2	ROFECOXIB	inhibitor	0.123	-1.377	0.009	down
CPT2	PERHEXILINE MALEATE	inhibitor	0.101	-1.377	0.009	down
CPT2	PIROXICAM-BETA-CYCLODEXTRIN	inhibitor	0.085	-1.377	0.009	down
CPT2	MEFENAMIC ACID	inhibitor	0.079	-1.377	0.009	down
CPT2	NIMESULIDE	inhibitor	0.079	-1.377	0.009	down
CPT2	PHENYLBUTAZONE	inhibitor	0.079	-1.377	0.009	down
CPT2	NAPROXEN SODIUM	inhibitor	0.065	-1.377	0.009	down
CPT2	SULINDAC	inhibitor	0.053	-1.377	0.009	down
CPT2	DICLOFENAC SODIUM	inhibitor	0.033	-1.377	0.009	down
CPT2	IBUPROFEN, SODIUM SALT	inhibitor	0.028	-1.377	0.009	down
CPT2	INDOMETHACIN	inhibitor	0.028	-1.377	0.009	down
CPT2	RESVERATROL	inhibitor	0.023	-1.377	0.009	down
CPT2	ACETAMINOPHEN	inhibitor	0.021	-1.377	0.009	down
CPT2	CELECOXIB	inhibitor	0.017	-1.377	0.009	down
CPT2	ASPIRIN	inhibitor	0.012	-1.377	0.009	down
GSS	PFKFB3 KINASE INHIBITOR 69	inhibitor	26.102	1.375	0.011	up
GSS	PFK15	inhibitor	26.102	1.375	0.011	up
F2	ATECEGATRAN METOXIL	inhibitor	2.677	-1.37	0.025	down
F2	APRAMIDE A	NA	2.677	-1.37	0.025	down
F2	BIVALIRUDIN	inhibitor	2.677	-1.37	0.025	down
F2	XIMELAGATRAN	inhibitor	2.008	-1.37	0.025	down
F2	ICHORCUMAB	inhibitor	1.339	-1.37	0.025	down
F2	ODIPARCIL	NA	1.339	-1.37	0.025	down
F2	CHEMBL:CHEMBL586628	NA	1.339	-1.37	0.025	down
F2	ASPIRIN TRELAMINE	NA	1.339	-1.37	0.025	down
